"","Date","Dernier","Ouv.","Plus Haut","Plus Bas","Vol.","Variation %"
"805","20/10/2021",6.70561,6.63661,6.71552,6.63661,"65,96M","0,54%"
"806","19/10/2021",6.66985,6.69095,6.69214,6.65084,"63,60M","-0,05%"
"807","18/10/2021",6.6731,6.69729,6.6976,6.64216,"64,53M","-0,81%"
"808","15/10/2021",6.72752,6.71426,6.74681,6.70326,"84,11M","0,63%"
"809","14/10/2021",6.68521,6.65118,6.69294,6.61879,"71,37M","1,33%"
"810","13/10/2021",6.59738,6.53961,6.60636,6.51027,"75,94M","0,75%"
"811","12/10/2021",6.54811,6.49515,6.54811,6.49158,"70,00M","-0,34%"
"812","11/10/2021",6.57054,6.54607,6.57422,6.52255,"68,97M","0,16%"
"813","08/10/2021",6.55999,6.60951,6.61734,6.55999,"70,18M","-0,61%"
"814","07/10/2021",6.60019,6.56324,6.61653,6.54574,"91,00M","1,65%"
"815","06/10/2021",6.49312,6.5096,6.51047,6.42164,"98,81M","-1,26%"
"816","05/10/2021",6.57628,6.48172,6.57729,6.48172,"86,15M","1,52%"
"817","04/10/2021",6.47766,6.4849,6.54096,6.45278,"73,99M","-0,61%"
"818","01/10/2021",6.51769,6.4211,6.53546,6.4127,"94,02M","-0,04%"
"819","30/09/2021",6.52001,6.61599,6.62175,6.50923,"112,65M","-0,62%"
"820","29/09/2021",6.5608,6.54941,6.59081,6.53811,"86,06M","0,83%"
"821","28/09/2021",6.5065,6.63472,6.64358,6.49142,"117,80M","-2,17%"
"822","27/09/2021",6.65091,6.68385,6.68876,6.64708,"89,45M","0,19%"
"823","24/09/2021",6.63846,6.67573,6.67865,6.62543,"70,09M","-0,95%"
"824","23/09/2021",6.70198,6.69108,6.7188,6.66736,"82,93M","0,98%"
"825","22/09/2021",6.637,6.6121,6.64231,6.59593,"91,08M","1,29%"
"826","21/09/2021",6.55273,6.51375,6.57013,6.51375,"136,74M","1,50%"
"827","20/09/2021",6.45581,6.45039,6.47109,6.38962,"120,07M","-1,74%"
"828","17/09/2021",6.57019,6.67945,6.69708,6.55162,"214,03M","-0,79%"
"829","16/09/2021",6.62259,6.61371,6.66341,6.61216,"79,57M","0,59%"
"830","15/09/2021",6.58362,6.65483,6.65927,6.57702,"81,90M","-1,04%"
"831","14/09/2021",6.65297,6.67219,6.67707,6.61352,"63,63M","-0,36%"
"832","13/09/2021",6.67693,6.68877,6.722,6.67085,"61,57M","0,20%"
"833","10/09/2021",6.66377,6.70733,6.72273,6.65106,"70,64M","-0,31%"
"834","09/09/2021",6.68472,6.61882,6.70833,6.60509,"63,56M","0,24%"
"835","08/09/2021",6.66889,6.68884,6.71205,6.62898,"68,57M","-0,85%"
"836","07/09/2021",6.72607,6.73136,6.74914,6.72135,"48,02M","-0,26%"
"837","06/09/2021",6.7435,6.70435,6.7564,6.70045,"41,89M","0,80%"
"838","03/09/2021",6.68999,6.75838,6.75838,6.66739,"63,29M","-1,08%"
"839","02/09/2021",6.76308,6.75318,6.77833,6.74717,"56,09M","0,06%"
"840","01/09/2021",6.75869,6.73644,6.78466,6.73017,"75,87M","1,18%"
"841","31/08/2021",6.68018,6.69285,6.70814,6.6509,"96,78M","-0,11%"
"842","30/08/2021",6.6873,6.69028,6.69752,6.67532,"37,30M","0,08%"
"843","27/08/2021",6.68192,6.65827,6.68215,6.64468,"43,96M","0,24%"
"844","26/08/2021",6.66603,6.64637,6.67394,6.61869,"50,80M","-0,16%"
"845","25/08/2021",6.67648,6.68318,6.68421,6.66725,"48,82M","0,18%"
"846","24/08/2021",6.66431,6.71777,6.71777,6.63469,"48,96M","-0,28%"
"847","23/08/2021",6.6831,6.69932,6.69932,6.65714,"56,01M","0,86%"
"848","20/08/2021",6.62611,6.60295,6.63319,6.56793,"66,76M","0,31%"
"849","19/08/2021",6.60589,6.66512,6.67117,6.56074,"96,57M","-2,43%"
"850","18/08/2021",6.77011,6.82464,6.82833,6.75974,"55,66M","-0,73%"
"851","17/08/2021",6.81984,6.81242,6.82749,6.78911,"56,25M","-0,28%"
"852","16/08/2021",6.83877,6.84968,6.86374,6.81743,"49,72M","-0,83%"
"853","13/08/2021",6.89604,6.88848,6.91367,6.88564,"49,87M","0,20%"
"854","12/08/2021",6.88247,6.86144,6.89129,6.85499,"53,05M","0,36%"
"855","11/08/2021",6.85799,6.84028,6.86711,6.82121,"54,45M","0,55%"
"856","10/08/2021",6.82021,6.81763,6.83312,6.81177,"48,65M","0,10%"
"857","09/08/2021",6.81318,6.81854,6.83277,6.80698,"47,89M","-0,06%"
"858","06/08/2021",6.81696,6.77249,6.83294,6.76301,"67,23M","0,53%"
"859","05/08/2021",6.78119,6.75086,6.78869,6.75086,"62,37M","0,52%"
"860","04/08/2021",6.74623,6.75115,6.76661,6.7306,"68,21M","0,33%"
"861","03/08/2021",6.72381,6.6926,6.74988,6.68812,"76,01M","0,72%"
"862","02/08/2021",6.6759,6.65795,6.6908,6.63931,"72,37M","0,95%"
"863","30/07/2021",6.61276,6.60816,6.6482,6.59699,"97,44M","-0,32%"
"864","29/07/2021",6.63377,6.64708,6.67112,6.63377,"94,99M","0,37%"
"865","28/07/2021",6.60931,6.54747,6.60931,6.53074,"55,29M","1,18%"
"866","27/07/2021",6.53192,6.56519,6.57804,6.51657,"60,87M","-0,71%"
"867","26/07/2021",6.5786,6.53201,6.58809,6.51705,"58,05M","0,15%"
"868","23/07/2021",6.56882,6.5186,6.57486,6.51027,"56,12M","1,35%"
"869","22/07/2021",6.48159,6.49831,6.52521,6.47405,"58,41M","0,26%"
"870","21/07/2021",6.46448,6.38236,6.47165,6.38194,"82,56M","1,85%"
"871","20/07/2021",6.34685,6.32516,6.38646,6.30485,"82,16M","0,81%"
"872","19/07/2021",6.29597,6.39884,6.40351,6.25325,"111,92M","-2,54%"
"873","16/07/2021",6.46008,6.52495,6.52676,6.41825,"71,00M","-0,51%"
"874","15/07/2021",6.49336,6.53841,6.55479,6.47107,"63,13M","-0,99%"
"875","14/07/2021",6.55838,6.5338,6.5652,6.53091,"50,80M","0,00%"
"876","13/07/2021",6.55847,6.56174,6.56937,6.53645,"62,06M","-0,01%"
"877","12/07/2021",6.55925,6.52511,6.56798,6.47954,"61,86M","0,46%"
"878","09/07/2021",6.52942,6.43529,6.53256,6.42967,"84,93M","2,07%"
"879","08/07/2021",6.39673,6.4794,6.48332,6.34864,"110,79M","-2,01%"
"880","07/07/2021",6.52772,6.52949,6.55095,6.49775,"82,08M","0,31%"
"881","06/07/2021",6.50748,6.551,6.56151,6.4832,"72,35M","-0,91%"
"882","05/07/2021",6.56754,6.54598,6.58287,6.52038,"45,91M","0,22%"
"883","02/07/2021",6.55286,6.572,6.58279,6.54012,"57,45M","-0,01%"
"884","01/07/2021",6.55382,6.54982,6.58814,6.50205,"69,79M","0,71%"
"885","30/06/2021",6.50783,6.56217,6.57584,6.47443,"88,78M","-0,91%"
"886","29/06/2021",6.56743,6.56407,6.59988,6.56109,"61,81M","0,14%"
"887","28/06/2021",6.55802,6.61199,6.63373,6.55688,"63,80M","-0,98%"
"888","25/06/2021",6.62287,6.63768,6.6419,6.60486,"59,35M","-0,12%"
"889","24/06/2021",6.63115,6.57607,6.63983,6.57281,"74,43M","1,22%"
"890","23/06/2021",6.55107,6.61673,6.61902,6.55107,"70,38M","-0,91%"
"891","22/06/2021",6.6115,6.60998,6.6222,6.5835,"65,10M","0,14%"
"892","21/06/2021",6.60254,6.52503,6.60799,6.51193,"78,94M","0,51%"
"893","18/06/2021",6.56916,6.65723,6.68729,6.56012,"170,61M","-1,46%"
"894","17/06/2021",6.66626,6.6367,6.67437,6.63163,"70,68M","0,20%"
"895","16/06/2021",6.65265,6.65752,6.65938,6.63236,"69,89M","0,20%"
"896","15/06/2021",6.63952,6.64342,6.65566,6.63445,"67,45M","0,35%"
"897","14/06/2021",6.61635,6.62555,6.65016,6.59927,"64,52M","0,24%"
"898","11/06/2021",6.60066,6.5503,6.60761,6.54983,"68,90M","0,83%"
"899","10/06/2021",6.54649,6.57459,6.57459,6.52623,"75,22M","-0,26%"
"900","09/06/2021",6.56345,6.56193,6.57082,6.53337,"61,45M","0,19%"
"901","08/06/2021",6.55101,6.54569,6.57421,6.54071,"65,45M","0,11%"
"902","07/06/2021",6.54356,6.50998,6.56039,6.4858,"57,85M","0,43%"
"903","04/06/2021",6.51566,6.51427,6.51793,6.49739,"51,80M","0,12%"
"904","03/06/2021",6.50792,6.51858,6.52223,6.47367,"55,26M","-0,21%"
"905","02/06/2021",6.52152,6.4899,6.52182,6.4821,"55,39M","0,49%"
"906","01/06/2021",6.4894,6.47042,6.52157,6.46471,"61,10M","0,66%"
"907","31/05/2021",6.44717,6.48332,6.49632,6.44176,"41,78M","-0,57%"
"908","28/05/2021",6.48411,6.45312,6.49372,6.44887,"64,75M","0,75%"
"909","27/05/2021",6.43571,6.37983,6.46772,6.37983,"147,52M","0,69%"
"910","26/05/2021",6.3916,6.40395,6.41372,6.37514,"58,34M","0,02%"
"911","25/05/2021",6.39027,6.41661,6.42283,6.39027,"59,10M","-0,28%"
"912","24/05/2021",6.40849,6.39596,6.40849,6.38271,"35,00M","0,35%"
"913","21/05/2021",6.38641,6.36088,6.4021,6.35195,"75,86M","0,68%"
"914","20/05/2021",6.34358,6.29625,6.34358,6.26755,"68,53M","1,29%"
"915","19/05/2021",6.26255,6.29205,6.31049,6.19233,"92,76M","-1,43%"
"916","18/05/2021",6.35367,6.40618,6.41291,6.34355,"74,13M","-0,21%"
"917","17/05/2021",6.36735,6.39722,6.41021,6.34933,"62,54M","-0,28%"
"918","14/05/2021",6.38514,6.33582,6.38567,6.30119,"66,94M","1,54%"
"919","13/05/2021",6.28833,6.21973,6.3037,6.15043,"64,87M","0,14%"
"920","12/05/2021",6.27935,6.25963,6.29924,6.23396,"80,90M","0,19%"
"921","11/05/2021",6.26739,6.31427,6.32431,6.22611,"100,70M","-1,86%"
"922","10/05/2021",6.38599,6.39538,6.3956,6.36704,"76,55M","0,01%"
"923","07/05/2021",6.38551,6.38892,6.39004,6.34237,"78,61M","0,45%"
"924","06/05/2021",6.35709,6.3489,6.37758,6.32172,"86,38M","0,28%"
"925","05/05/2021",6.33947,6.28454,6.33947,6.27514,"83,86M","1,40%"
"926","04/05/2021",6.25175,6.31949,6.35587,6.23879,"85,37M","-0,89%"
"927","03/05/2021",6.3079,6.28551,6.31492,6.25266,"49,98M","0,61%"
"928","30/04/2021",6.26948,6.31632,6.32014,6.26886,"80,06M","-0,53%"
"929","29/04/2021",6.30257,6.34112,6.35236,6.28744,"78,83M","-0,07%"
"930","28/04/2021",6.30698,6.29321,6.32011,6.28362,"69,45M","0,53%"
"931","27/04/2021",6.27376,6.27336,6.28252,6.25541,"66,02M","-0,03%"
"932","26/04/2021",6.27552,6.25604,6.28879,6.24099,"64,37M","0,28%"
"933","23/04/2021",6.25794,6.25963,6.28081,6.22719,"61,77M","-0,15%"
"934","22/04/2021",6.26728,6.23021,6.27419,6.22559,"67,09M","0,91%"
"935","21/04/2021",6.21055,6.18069,6.22704,6.17866,"77,39M","0,74%"
"936","20/04/2021",6.16511,6.2811,6.28529,6.15403,"98,50M","-2,09%"
"937","19/04/2021",6.29669,6.29474,6.31908,6.29317,"58,53M","0,15%"
"938","16/04/2021",6.28707,6.22965,6.29956,6.2293,"86,38M","0,85%"
"939","15/04/2021",6.23414,6.21904,6.24423,6.20959,"66,20M","0,41%"
"940","14/04/2021",6.20858,6.21449,6.21774,6.19455,"61,06M","0,40%"
"941","13/04/2021",6.1841,6.17188,6.19324,6.15649,"74,72M","0,36%"
"942","12/04/2021",6.16168,6.16732,6.18302,6.15152,"69,62M","-0,13%"
"943","09/04/2021",6.16941,6.1716,6.18848,6.16142,"65,26M","0,06%"
"944","08/04/2021",6.16572,6.15336,6.17145,6.14622,"66,07M","0,57%"
"945","07/04/2021",6.13066,6.13763,6.15438,6.11891,"62,43M","-0,01%"
"946","06/04/2021",6.13134,6.15522,6.1591,6.12574,"73,63M","0,47%"
"947","01/04/2021",6.10296,6.07967,6.10612,6.06386,"75,22M","0,59%"
"948","31/03/2021",6.06723,6.08502,6.09774,6.06024,"85,39M","-0,34%"
"949","30/03/2021",6.08804,6.04454,6.09508,6.04139,"76,90M","1,21%"
"950","29/03/2021",6.01551,5.995,6.02959,5.98536,"67,75M","0,45%"
"951","26/03/2021",5.98881,5.97923,6.00295,5.96246,"80,68M","0,61%"
"952","25/03/2021",5.95241,5.91104,5.95241,5.886,"73,42M","0,09%"
"953","24/03/2021",5.94729,5.90164,5.94867,5.89055,"80,55M","0,03%"
"954","23/03/2021",5.9453,5.94331,5.96856,5.92183,"75,66M","-0,39%"
"955","22/03/2021",5.96848,5.96085,5.98723,5.94371,"76,07M","-0,49%"
"956","19/03/2021",5.99796,6.02113,6.04765,5.98361,"212,88M","-1,07%"
"957","18/03/2021",6.06279,6.07621,6.08292,6.04432,"91,17M","0,13%"
"958","17/03/2021",6.05482,6.04831,6.06236,6.03725,"80,66M","-0,01%"
"959","16/03/2021",6.05543,6.0504,6.06119,6.03476,"84,66M","0,32%"
"960","15/03/2021",6.03597,6.06909,6.0892,6.01855,"78,75M","-0,17%"
"961","12/03/2021",6.04655,6.03063,6.04655,6.01741,"72,24M","0,21%"
"962","11/03/2021",6.03376,6.00416,6.03376,5.99541,"85,66M","0,72%"
"963","10/03/2021",5.99055,5.91517,5.99363,5.91235,"84,11M","1,11%"
"964","09/03/2021",5.92497,5.90326,5.93781,5.89533,"98,01M","0,37%"
"965","08/03/2021",5.90299,5.82292,5.9125,5.79905,"103,17M","2,08%"
"966","05/03/2021",5.78265,5.79448,5.83755,5.7556,"99,55M","-0,82%"
"967","04/03/2021",5.83065,5.80073,5.84469,5.79767,"96,69M","0,01%"
"968","03/03/2021",5.83006,5.8412,5.87143,5.78866,"91,44M","0,35%"
"969","02/03/2021",5.80973,5.77462,5.83574,5.77352,"78,46M","0,29%"
"970","01/03/2021",5.79279,5.77089,5.80435,5.7658,"83,78M","1,57%"
"971","26/02/2021",5.70322,5.71569,5.76803,5.68826,"126,43M","-1,39%"
"972","25/02/2021",5.78389,5.82472,5.83436,5.78389,"99,04M","-0,24%"
"973","24/02/2021",5.79798,5.76921,5.80414,5.7583,"83,30M","0,31%"
"974","23/02/2021",5.77984,5.78124,5.8049,5.72192,"93,39M","0,21%"
"975","22/02/2021",5.76744,5.73747,5.77664,5.70348,"83,87M","-0,11%"
"976","19/02/2021",5.77355,5.73719,5.7849,5.73384,"95,52M","0,79%"
"977","18/02/2021",5.72833,5.75775,5.77901,5.72058,"95,21M","-0,65%"
"978","17/02/2021",5.76584,5.76201,5.79027,5.75285,"89,77M","-0,36%"
"979","16/02/2021",5.78653,5.79643,5.79792,5.76896,"69,74M","0,00%"
"980","15/02/2021",5.78625,5.7323,5.80138,5.72216,"95,60M","1,45%"
"981","12/02/2021",5.70367,5.65167,5.70502,5.62799,"74,87M","0,60%"
"982","11/02/2021",5.66982,5.68494,5.692,5.6568,"85,82M","-0,02%"
"983","10/02/2021",5.6708,5.71932,5.71932,5.64728,"80,61M","-0,36%"
"984","09/02/2021",5.69154,5.70353,5.70353,5.67443,"74,73M","0,10%"
"985","08/02/2021",5.68603,5.68868,5.71428,5.67363,"75,60M","0,47%"
"986","05/02/2021",5.65926,5.63874,5.67303,5.62784,"90,03M","0,90%"
"987","04/02/2021",5.60854,5.56839,5.61395,5.56658,"84,65M","0,82%"
"988","03/02/2021",5.56305,5.61059,5.62641,5.55409,"81,32M","0,00%"
"989","02/02/2021",5.56311,5.51062,5.57477,5.50924,"92,32M","1,86%"
"990","01/02/2021",5.46168,5.44143,5.48167,5.42978,"75,05M","1,16%"
"991","29/01/2021",5.39921,5.42153,5.4748,5.39921,"109,39M","-2,02%"
"992","28/01/2021",5.51052,5.40774,5.52595,5.37922,"113,18M","0,93%"
"993","27/01/2021",5.45962,5.51753,5.54545,5.40143,"123,36M","-1,16%"
"994","26/01/2021",5.52352,5.47325,5.55528,5.47109,"84,02M","0,93%"
"995","25/01/2021",5.47236,5.57973,5.5844,5.45324,"103,15M","-1,57%"
"996","22/01/2021",5.55957,5.56888,5.57371,5.51144,"89,45M","-0,56%"
"997","21/01/2021",5.59079,5.66027,5.66598,5.5898,"87,61M","-0,67%"
"998","20/01/2021",5.62844,5.61541,5.64606,5.60249,"78,55M","0,53%"
"999","19/01/2021",5.59861,5.64775,5.65522,5.5922,"89,50M","-0,33%"
"1000","18/01/2021",5.61727,5.58485,5.61842,5.58459,"62,12M","0,10%"
"1001","15/01/2021",5.61169,5.6487,5.65645,5.56374,"127,62M","-1,22%"
"1002","14/01/2021",5.68114,5.66217,5.69049,5.65675,"104,62M","0,33%"
"1003","13/01/2021",5.66267,5.64896,5.67907,5.64375,"109,76M","0,21%"
"1004","12/01/2021",5.65097,5.6722,5.67906,5.63675,"73,94M","-0,20%"
"1005","11/01/2021",5.66243,5.68466,5.70409,5.62946,"76,38M","-0,78%"
"1006","08/01/2021",5.70688,5.71158,5.72189,5.67615,"87,56M","0,65%"
"1007","07/01/2021",5.66985,5.65104,5.68928,5.62949,"91,73M","0,70%"
"1008","06/01/2021",5.6306,5.60101,5.64842,5.55339,"116,29M","1,19%"
"1009","05/01/2021",5.5646,5.5616,5.60366,5.53048,"79,26M","-0,44%"
"1010","04/01/2021",5.58896,5.61404,5.65642,5.56797,"82,74M","0,68%"
"1011","31/12/2020",5.55141,5.5732,5.59893,5.55141,"21,14M","-0,86%"
"1012","30/12/2020",5.59941,5.60372,5.6256,5.59411,"35,28M","-0,22%"
"1013","29/12/2020",5.61179,5.61013,5.62552,5.60374,"45,06M","0,42%"
"1014","28/12/2020",5.58838,5.56204,5.601,5.5479,"44,71M","1,20%"
"1015","24/12/2020",5.52201,5.54249,5.54571,5.51701,"14,72M","-0,10%"
"1016","23/12/2020",5.52759,5.47214,5.53916,5.47203,"59,21M","1,11%"
"1017","22/12/2020",5.46686,5.41115,5.47787,5.41115,"64,60M","1,36%"
"1018","21/12/2020",5.39334,5.39255,5.4221,5.30658,"122,85M","-2,43%"
"1019","18/12/2020",5.52784,5.53378,5.58196,5.51917,"173,23M","-0,39%"
"1020","17/12/2020",5.54946,5.57879,5.58551,5.54759,"83,85M","0,03%"
"1021","16/12/2020",5.54768,5.55145,5.58976,5.5155,"87,84M","0,31%"
"1022","15/12/2020",5.53031,5.52179,5.56552,5.51706,"90,44M","0,04%"
"1023","14/12/2020",5.52784,5.5473,5.57718,5.52784,"82,23M","0,37%"
"1024","11/12/2020",5.50755,5.52814,5.53281,5.46656,"96,87M","-0,76%"
"1025","10/12/2020",5.54965,5.55896,5.5728,5.51148,"94,90M","0,05%"
"1026","09/12/2020",5.54682,5.59019,5.59941,5.54594,"90,86M","-0,25%"
"1027","08/12/2020",5.56067,5.55379,5.57457,5.52187,"77,51M","-0,23%"
"1028","07/12/2020",5.57338,5.5945,5.59583,5.53542,"86,16M","-0,64%"
"1029","04/12/2020",5.60915,5.57412,5.61662,5.57412,"99,70M","0,62%"
"1030","03/12/2020",5.57436,5.58153,5.5841,5.54629,"92,24M","-0,15%"
"1031","02/12/2020",5.58301,5.56305,5.58587,5.54979,"95,25M","0,02%"
"1032","01/12/2020",5.58164,5.54246,5.58968,5.52925,"102,22M","1,14%"
"1033","30/11/2020",5.51855,5.56416,5.59994,5.51855,"147,86M","-1,42%"
"1034","27/11/2020",5.59818,5.56304,5.61276,5.55662,"84,63M","0,56%"
"1035","26/11/2020",5.56679,5.58938,5.59278,5.55972,"65,75M","-0,08%"
"1036","25/11/2020",5.57129,5.57797,5.58978,5.54501,"113,62M","0,23%"
"1037","24/11/2020",5.55842,5.54607,5.57469,5.53611,"124,94M","1,21%"
"1038","23/11/2020",5.49215,5.54383,5.55583,5.49215,"95,99M","-0,07%"
"1039","20/11/2020",5.49589,5.46399,5.52425,5.46139,"94,70M","0,39%"
"1040","19/11/2020",5.47466,5.45802,5.49018,5.44945,"93,49M","-0,67%"
"1041","18/11/2020",5.51145,5.46817,5.52101,5.45212,"90,37M","0,52%"
"1042","17/11/2020",5.483,5.46829,5.48731,5.44126,"97,13M","0,21%"
"1043","16/11/2020",5.47148,5.43057,5.51891,5.40231,"139,10M","1,70%"
"1044","13/11/2020",5.38016,5.34332,5.41112,5.34325,"101,91M","0,33%"
"1045","12/11/2020",5.36257,5.39437,5.4214,5.34863,"103,38M","-1,52%"
"1046","11/11/2020",5.44521,5.43366,5.46295,5.40867,"111,22M","0,48%"
"1047","10/11/2020",5.41897,5.35131,5.43908,5.32722,"209,89M","1,55%"
"1048","09/11/2020",5.33632,5.03692,5.38749,5.02133,"245,97M","7,57%"
"1049","06/11/2020",4.96088,4.96426,4.99774,4.91524,"89,98M","-0,46%"
"1050","05/11/2020",4.98399,4.95602,4.99819,4.94218,"103,97M","1,24%"
"1051","04/11/2020",4.92285,4.73646,4.92656,4.73031,"112,28M","2,44%"
"1052","03/11/2020",4.80561,4.74386,4.81229,4.73023,"114,00M","2,44%"
"1053","02/11/2020",4.69114,4.61495,4.70511,4.58186,"94,94M","2,11%"
"1054","30/10/2020",4.59424,4.51937,4.60174,4.51937,"109,10M","0,54%"
"1055","29/10/2020",4.56967,4.57113,4.60672,4.51257,"120,09M","-0,03%"
"1056","28/10/2020",4.57112,4.63519,4.64063,4.52161,"162,66M","-3,37%"
"1057","27/10/2020",4.73066,4.81898,4.81898,4.7237,"107,93M","-1,77%"
"1058","26/10/2020",4.81612,4.84464,4.89647,4.81499,"85,09M","-1,90%"
"1059","23/10/2020",4.90964,4.84328,4.93471,4.84314,"80,39M","1,20%"
"1060","22/10/2020",4.85138,4.83044,4.8739,4.78365,"89,67M","-0,05%"
"1061","21/10/2020",4.85395,4.94533,4.94533,4.84901,"77,28M","-1,53%"
"1062","20/10/2020",4.92928,4.93287,4.96861,4.91449,"89,48M","-0,27%"
"1063","19/10/2020",4.94262,4.95539,4.99339,4.88146,"44,91M","0,14%"
"1064","16/10/2020",4.93586,4.9041,4.9576,4.87576,"103,41M","2,03%"
"1065","15/10/2020",4.83742,4.87303,4.88131,4.80858,"106,04M","-2,11%"
"1066","14/10/2020",4.94166,4.95669,4.96532,4.92843,"71,56M","-0,12%"
"1067","13/10/2020",4.94761,4.97628,4.97658,4.92864,"81,15M","-0,64%"
"1068","12/10/2020",4.97929,4.95247,4.99851,4.944,"74,09M","0,66%"
"1069","09/10/2020",4.94681,4.92541,4.95402,4.91806,"82,33M","0,71%"
"1070","08/10/2020",4.91194,4.91049,4.93604,4.8771,"76,90M","0,61%"
"1071","07/10/2020",4.882,4.88849,4.91563,4.86526,"90,53M","-0,27%"
"1072","06/10/2020",4.89546,4.8818,4.92571,4.85036,"88,77M","0,48%"
"1073","05/10/2020",4.87187,4.86363,4.87686,4.84226,"73,98M","0,97%"
"1074","02/10/2020",4.82488,4.76943,4.82488,4.75722,"78,03M","0,02%"
"1075","01/10/2020",4.82404,4.8502,4.87183,4.80477,"90,32M","0,43%"
"1076","30/09/2020",4.80344,4.79319,4.85402,4.78269,"98,79M","-0,59%"
"1077","29/09/2020",4.83207,4.83287,4.84663,4.80645,"73,79M","-0,23%"
"1078","28/09/2020",4.84327,4.80614,4.84997,4.78818,"96,86M","2,40%"
"1079","25/09/2020",4.72966,4.75481,4.75805,4.66626,"96,96M","-0,69%"
"1080","24/09/2020",4.76262,4.7461,4.80683,4.74404,"97,84M","-0,83%"
"1081","23/09/2020",4.80226,4.82417,4.87145,4.80226,"86,95M","0,62%"
"1082","22/09/2020",4.77284,4.80957,4.827,4.77284,"92,91M","-0,40%"
"1083","21/09/2020",4.79204,4.94976,4.94976,4.77921,"128,89M","-3,74%"
"1084","18/09/2020",4.97818,5.03594,5.04133,4.97818,"279,16M","-1,22%"
"1085","17/09/2020",5.0395,5.00589,5.05332,4.99565,"85,82M","-0,69%"
"1086","16/09/2020",5.07442,5.06575,5.09152,5.02956,"81,46M","0,13%"
"1087","15/09/2020",5.06793,5.0569,5.08799,5.0351,"79,32M","0,32%"
"1088","14/09/2020",5.05188,5.07187,5.08752,5.03491,"57,54M","0,35%"
"1089","11/09/2020",5.03414,5.01497,5.05363,4.99786,"70,57M","0,20%"
"1090","10/09/2020",5.02393,5.03948,5.06289,5.00584,"70,70M","-0,38%"
"1091","09/09/2020",5.04298,4.98046,5.05835,4.97336,"86,32M","1,40%"
"1092","08/09/2020",4.97352,5.05288,5.0616,4.93538,"85,59M","-1,59%"
"1093","07/09/2020",5.05372,4.97987,5.06464,4.97987,"61,69M","1,79%"
"1094","04/09/2020",4.96507,4.97469,5.06888,4.92879,"108,59M","-0,89%"
"1095","03/09/2020",5.00952,5.07464,5.13139,4.98234,"93,62M","-0,44%"
"1096","02/09/2020",5.03174,4.96962,5.06201,4.95964,"87,00M","1,90%"
"1097","01/09/2020",4.9381,4.97442,4.99356,4.89283,"91,32M","-0,18%"
"1098","31/08/2020",4.94722,5.04134,5.06755,4.94218,"97,43M","-1,11%"
"1099","28/08/2020",5.00294,5.03131,5.03153,4.97064,"71,21M","-0,26%"
"1100","27/08/2020",5.01597,5.05226,5.05226,5.00546,"67,45M","-0,64%"
"1101","26/08/2020",5.04843,4.99163,5.0501,4.97794,"49,32M","0,80%"
"1102","25/08/2020",5.00827,5.02306,5.07361,5.00827,"64,06M","0,01%"
"1103","24/08/2020",5.00789,4.94871,5.0137,4.94871,"68,84M","2,28%"
"1104","21/08/2020",4.89633,4.92761,4.93925,4.83908,"72,89M","-0,30%"
"1105","20/08/2020",4.91124,4.91469,4.93795,4.88815,"66,41M","-1,33%"
"1106","19/08/2020",4.97723,4.93479,4.97723,4.91753,"53,10M","0,79%"
"1107","18/08/2020",4.93806,4.95198,5.00129,4.92415,"60,47M","-0,68%"
"1108","17/08/2020",4.97194,4.97259,4.99555,4.93772,"51,86M","0,18%"
"1109","14/08/2020",4.96293,5.01895,5.01895,4.92158,"66,38M","-1,58%"
"1110","13/08/2020",5.04238,5.05542,5.07902,5.03755,"57,69M","-0,61%"
"1111","12/08/2020",5.07331,5.01773,5.09653,5.0108,"76,79M","0,90%"
"1112","11/08/2020",5.02799,4.95241,5.05212,4.94905,"97,81M","2,41%"
"1113","10/08/2020",4.90951,4.90527,4.93763,4.87858,"62,04M","0,41%"
"1114","07/08/2020",4.88952,4.8731,4.89621,4.8439,"62,37M","0,09%"
"1115","06/08/2020",4.88513,4.91941,4.95186,4.86098,"80,02M","-0,98%"
"1116","05/08/2020",4.93334,4.91696,4.9546,4.90741,"74,97M","0,90%"
"1117","04/08/2020",4.88952,4.90566,4.9208,4.85665,"86,95M","0,28%"
"1118","03/08/2020",4.87593,4.79706,4.89952,4.7636,"104,62M","1,93%"
"1119","31/07/2020",4.78369,4.86624,4.9029,4.78369,"129,68M","-1,43%"
"1120","30/07/2020",4.85294,4.95208,4.95238,4.80102,"137,07M","-2,13%"
"1121","29/07/2020",4.95874,4.94848,4.9785,4.94558,"75,52M","0,60%"
"1122","28/07/2020",4.92894,4.9301,4.95001,4.89363,"78,67M","-0,22%"
"1123","27/07/2020",4.93962,4.9443,4.95777,4.92319,"74,17M","-0,34%"
"1124","24/07/2020",4.95643,4.97373,4.98212,4.92541,"76,46M","-1,54%"
"1125","23/07/2020",5.03376,5.06472,5.08397,5.01921,"79,47M","-0,07%"
"1126","22/07/2020",5.03712,5.09848,5.09929,5.02848,"75,80M","-1,32%"
"1127","21/07/2020",5.10428,5.12978,5.17298,5.09742,"85,78M","0,22%"
"1128","20/07/2020",5.09318,5.05848,5.10079,5.01511,"65,19M","0,47%"
"1129","17/07/2020",5.06942,5.088,5.09113,5.04507,"82,55M","-0,31%"
"1130","16/07/2020",5.08528,5.07652,5.10512,5.04832,"69,54M","-0,46%"
