"","Date","Dernier","Ouv.","Plus Haut","Plus Bas","Vol.","Variation %"
"1","05/12/2024",7.33054,7.28272,7.351,7.28272,"82,65M","0,37%"
"2","04/12/2024",7.30328,7.26172,7.32286,7.25743,"73,10M","0,66%"
"3","03/12/2024",7.25542,7.24474,7.31987,7.22892,"73,18M","0,26%"
"4","02/12/2024",7.23689,7.14737,7.27597,7.14602,"98,82M","0,02%"
"5","29/11/2024",7.23511,7.1513,7.24107,7.14774,"66,53M","0,78%"
"6","28/11/2024",7.17925,7.17091,7.20707,7.16172,"56,38M","0,51%"
"7","27/11/2024",7.14303,7.15002,7.15642,7.09115,"77,02M","-0,72%"
"8","26/11/2024",7.19451,7.20165,7.25678,7.18549,"68,77M","-0,87%"
"9","25/11/2024",7.25747,7.32948,7.33323,7.23938,"122,96M","0,03%"
"10","22/11/2024",7.25501,7.25064,7.27106,7.15623,"71,96M","0,58%"
"11","21/11/2024",7.21332,7.1852,7.2236,7.13121,"53,38M","0,21%"
"12","20/11/2024",7.19845,7.27273,7.28039,7.18842,"55,75M","-0,43%"
"13","19/11/2024",7.22964,7.28746,7.30119,7.13483,"64,62M","-0,67%"
"14","18/11/2024",7.27823,7.2744,7.28978,7.23459,"50,15M","0,12%"
"15","15/11/2024",7.26963,7.25658,7.31953,7.23648,"66,90M","-0,58%"
"16","14/11/2024",7.3118,7.24792,7.31909,7.22005,"71,04M","1,32%"
"17","13/11/2024",7.21683,7.21749,7.25647,7.15825,"62,93M","-0,14%"
"18","12/11/2024",7.22698,7.34672,7.36528,7.21778,"78,45M","-2,69%"
"19","11/11/2024",7.42688,7.39509,7.4526,7.38752,"56,32M","1,20%"
"20","08/11/2024",7.33867,7.44012,7.44095,7.33021,"67,22M","-1,17%"
"21","07/11/2024",7.4256,7.37319,7.45,7.35428,"86,93M","0,76%"
"22","06/11/2024",7.36961,7.44437,7.57214,7.33835,"108,20M","-0,51%"
"23","05/11/2024",7.40715,7.37758,7.41482,7.35,"47,13M","0,48%"
"24","04/11/2024",7.37171,7.38632,7.44596,7.37171,"45,72M","-0,50%"
"25","01/11/2024",7.40911,7.36408,7.43426,7.3582,"56,97M","0,80%"
"26","31/10/2024",7.35037,7.3841,7.39325,7.31597,"103,05M","-1,05%"
"27","30/10/2024",7.42836,7.4521,7.47069,7.37739,"69,88M","-1,10%"
"28","29/10/2024",7.51111,7.59386,7.61832,7.50652,"55,43M","-0,61%"
"29","28/10/2024",7.55694,7.54213,7.58068,7.49493,"53,21M","0,79%"
"30","25/10/2024",7.49754,7.48987,7.51875,7.45941,"50,45M","-0,08%"
"31","24/10/2024",7.50328,7.52764,7.56539,7.50302,"63,32M","0,08%"
"32","23/10/2024",7.49748,7.49325,7.5447,7.46858,"51,67M","-0,50%"
"33","22/10/2024",7.5351,7.51703,7.54536,7.47216,"50,56M","-0,01%"
"34","21/10/2024",7.53623,7.57908,7.62046,7.52968,"47,26M","-1,01%"
"35","18/10/2024",7.61305,7.56687,7.64405,7.56687,"62,95M","0,39%"
"36","17/10/2024",7.58373,7.51013,7.62422,7.50795,"60,45M","1,22%"
"37","16/10/2024",7.492,7.42085,7.5111,7.42085,"64,50M","-0,40%"
"38","15/10/2024",7.52197,7.59506,7.60153,7.51124,"73,15M","-1,05%"
"39","14/10/2024",7.60206,7.58348,7.61315,7.54454,"43,69M","0,32%"
"40","11/10/2024",7.57789,7.53088,7.58752,7.50404,"52,95M","0,48%"
"41","10/10/2024",7.54159,7.5434,7.56336,7.5159,"47,65M","-0,24%"
"42","09/10/2024",7.56009,7.52703,7.56758,7.50463,"50,00M","0,52%"
"43","08/10/2024",7.52132,7.48036,7.54205,7.47578,"54,05M","-0,72%"
"44","07/10/2024",7.57602,7.57197,7.58533,7.50987,"54,78M","0,46%"
"45","04/10/2024",7.54136,7.46487,7.57176,7.46029,"73,42M","0,85%"
"46","03/10/2024",7.47778,7.55523,7.55524,7.45849,"77,40M","-1,32%"
"47","02/10/2024",7.57759,7.59481,7.62332,7.54898,"58,41M","0,05%"
"48","01/10/2024",7.57407,7.62333,7.65458,7.54712,"68,82M","-0,81%"
"49","30/09/2024",7.63575,7.74807,7.76389,7.63482,"103,18M","-2,00%"
"50","27/09/2024",7.79179,7.76245,7.80464,7.74388,"72,88M","0,64%"
"51","26/09/2024",7.74209,7.66303,7.74209,7.65261,"78,59M","2,33%"
"52","25/09/2024",7.56562,7.54926,7.59577,7.54686,"58,32M","-0,50%"
"53","24/09/2024",7.60401,7.60847,7.63423,7.57536,"60,27M","1,28%"
"54","23/09/2024",7.50808,7.49992,7.51877,7.45644,"63,94M","0,10%"
"55","20/09/2024",7.50026,7.59752,7.6032,7.50026,"126,03M","-1,51%"
"56","19/09/2024",7.61541,7.55704,7.61541,7.52008,"68,59M","2,29%"
"57","18/09/2024",7.4449,7.48985,7.49531,7.44418,"45,99M","-0,57%"
"58","17/09/2024",7.48742,7.48514,7.52387,7.4739,"54,49M","0,51%"
"59","16/09/2024",7.44944,7.43217,7.4806,7.43006,"39,03M","-0,21%"
"60","13/09/2024",7.46525,7.44156,7.49084,7.43865,"51,70M","0,41%"
"61","12/09/2024",7.43507,7.47891,7.48416,7.39154,"53,48M","0,52%"
"62","11/09/2024",7.39683,7.41904,7.45268,7.36331,"57,06M","-0,14%"
"63","10/09/2024",7.40755,7.4144,7.47654,7.38653,"55,48M","-0,24%"
"64","09/09/2024",7.42526,7.37672,7.44505,7.3699,"48,49M","0,99%"
"65","06/09/2024",7.3523,7.42409,7.46614,7.34193,"60,96M","-1,07%"
"66","05/09/2024",7.43196,7.46428,7.49808,7.43196,"63,44M","-0,92%"
"67","04/09/2024",7.50097,7.4901,7.53083,7.4824,"54,00M","-0,98%"
"68","03/09/2024",7.5751,7.65981,7.67153,7.56499,"51,98M","-0,93%"
"69","02/09/2024",7.64642,7.62886,7.6491,7.57277,"32,46M","0,20%"
"70","30/08/2024",7.63095,7.64553,7.69382,7.63095,"78,20M","-0,13%"
"71","29/08/2024",7.64095,7.57717,7.64468,7.57636,"39,82M","0,84%"
"72","28/08/2024",7.57767,7.58747,7.61192,7.57767,"37,59M","0,16%"
"73","27/08/2024",7.56578,7.60127,7.62508,7.56578,"35,79M","-0,32%"
"74","26/08/2024",7.59037,7.57802,7.60832,7.57763,"28,20M","0,18%"
"75","23/08/2024",7.57704,7.54473,7.5835,7.5343,"38,26M","0,70%"
"76","22/08/2024",7.52411,7.52796,7.56863,7.52353,"31,26M","-0,01%"
"77","21/08/2024",7.52472,7.48691,7.53048,7.48691,"36,45M","0,52%"
"78","20/08/2024",7.48573,7.5187,7.5317,7.48167,"38,04M","-0,22%"
"79","19/08/2024",7.50201,7.44531,7.51986,7.44472,"42,31M","0,70%"
"80","16/08/2024",7.4497,7.4423,7.46033,7.42148,"49,40M","0,35%"
"81","15/08/2024",7.42337,7.35607,7.43734,7.31814,"48,26M","1,23%"
"82","14/08/2024",7.33336,7.33016,7.33336,7.29589,"41,05M","0,79%"
"83","13/08/2024",7.27587,7.2777,7.28285,7.22208,"40,39M","0,35%"
"84","12/08/2024",7.25067,7.29684,7.30745,7.2342,"38,39M","-0,26%"
"85","09/08/2024",7.26971,7.2597,7.31951,7.23369,"43,63M","0,31%"
"86","08/08/2024",7.24745,7.22301,7.26208,7.16899,"48,24M","-0,26%"
"87","07/08/2024",7.26601,7.16194,7.28785,7.14588,"77,89M","1,91%"
"88","06/08/2024",7.13004,7.16007,7.18429,7.07002,"69,66M","-0,27%"
"89","05/08/2024",7.14899,7.09959,7.1586,7.02991,"102,11M","-1,42%"
"90","02/08/2024",7.2518,7.3306,7.35029,7.22779,"104,42M","-1,61%"
"91","01/08/2024",7.37045,7.47814,7.48712,7.35809,"80,10M","-2,14%"
"92","31/07/2024",7.53149,7.5651,7.58449,7.51847,"69,66M","0,76%"
"93","30/07/2024",7.47494,7.46161,7.50156,7.45093,"44,70M","0,42%"
"94","29/07/2024",7.44384,7.54745,7.54764,7.42943,"47,28M","-0,98%"
"95","26/07/2024",7.51768,7.44441,7.52627,7.42747,"61,16M","1,22%"
"96","25/07/2024",7.42702,7.4167,7.43094,7.34125,"86,63M","-1,15%"
"97","24/07/2024",7.51373,7.50067,7.53995,7.4641,"54,74M","-1,12%"
"98","23/07/2024",7.59863,7.62802,7.66177,7.57298,"51,05M","-0,31%"
"99","22/07/2024",7.62202,7.57341,7.65093,7.56654,"50,27M","1,16%"
"100","19/07/2024",7.53452,7.56588,7.57033,7.51366,"62,74M","-0,69%"
"101","18/07/2024",7.58655,7.60624,7.65322,7.5591,"54,72M","0,21%"
"102","17/07/2024",7.57081,7.55613,7.60346,7.52488,"47,87M","-0,12%"
"103","16/07/2024",7.58003,7.5835,7.60342,7.55655,"41,90M","-0,69%"
"104","15/07/2024",7.63271,7.68234,7.71285,7.61873,"50,57M","-1,19%"
"105","12/07/2024",7.72432,7.66494,7.73716,7.65909,"51,47M","1,27%"
"106","11/07/2024",7.62713,7.61309,7.64598,7.577,"56,79M","0,71%"
"107","10/07/2024",7.57355,7.52518,7.58012,7.48739,"54,98M","0,86%"
"108","09/07/2024",7.50866,7.59597,7.60185,7.48462,"70,43M","-1,56%"
"109","08/07/2024",7.62745,7.63789,7.74606,7.62745,"59,23M","-0,63%"
"110","05/07/2024",7.67562,7.72054,7.73819,7.64369,"52,53M","-0,26%"
"111","04/07/2024",7.69578,7.67734,7.70135,7.66705,"50,80M","0,83%"
"112","03/07/2024",7.63208,7.57964,7.66206,7.56641,"68,45M","1,24%"
"113","02/07/2024",7.53829,7.51765,7.54315,7.47727,"65,36M","-0,30%"
"114","01/07/2024",7.56113,7.67348,7.6882,7.56113,"86,51M","1,09%"
"115","28/06/2024",7.4794,7.5444,7.5444,7.45647,"82,28M","-0,68%"
"116","27/06/2024",7.53072,7.6191,7.62638,7.52216,"63,13M","-1,03%"
"117","26/06/2024",7.60915,7.7038,7.70715,7.55963,"66,43M","-0,69%"
"118","25/06/2024",7.6623,7.64814,7.67106,7.61716,"66,82M","-0,58%"
"119","24/06/2024",7.70689,7.63399,7.72528,7.62927,"60,68M","1,03%"
"120","21/06/2024",7.62857,7.65314,7.67373,7.60182,"147,59M","-0,56%"
"121","20/06/2024",7.67134,7.58598,7.68264,7.57792,"67,21M","1,34%"
"122","19/06/2024",7.5702,7.61735,7.62613,7.56609,"59,20M","-0,77%"
"123","18/06/2024",7.6288,7.63669,7.64112,7.56402,"74,42M","0,76%"
"124","17/06/2024",7.57157,7.53903,7.58094,7.48238,"78,51M","0,91%"
"125","14/06/2024",7.50327,7.6855,7.68689,7.46484,"158,95M","-2,66%"
"126","13/06/2024",7.70802,7.85537,7.85832,7.69272,"96,88M","-1,99%"
"127","12/06/2024",7.8647,7.81377,7.87518,7.80201,"81,84M","0,97%"
"128","11/06/2024",7.78921,7.92109,7.93172,7.75984,"95,66M","-1,33%"
"129","10/06/2024",7.89398,7.81252,7.89398,7.81252,"105,50M","-1,35%"
"130","07/06/2024",8.0018,8.04692,8.04859,7.94329,"67,50M","-0,48%"
"131","06/06/2024",8.04012,8.04429,8.05552,8.01569,"51,76M","0,42%"
"132","05/06/2024",8.00657,7.98303,8.0364,7.95792,"53,12M","0,87%"
"133","04/06/2024",7.9379,7.97444,7.98425,7.91427,"60,13M","-0,75%"
"134","03/06/2024",7.99802,8.06962,8.07231,7.99508,"51,29M","0,06%"
"135","31/05/2024",7.99287,7.97255,7.99689,7.96017,"150,58M","0,18%"
"136","30/05/2024",7.97851,7.91485,7.98108,7.91417,"49,49M","0,55%"
"137","29/05/2024",7.93503,8.03356,8.04003,7.92642,"62,60M","-1,52%"
"138","28/05/2024",8.0578,8.13472,8.14876,8.04102,"45,67M","-0,92%"
"139","27/05/2024",8.13249,8.08834,8.13249,8.08676,"31,03M","0,46%"
"140","24/05/2024",8.09497,8.05379,8.10407,8.0423,"39,40M","-0,09%"
"141","23/05/2024",8.10233,8.10431,8.13581,8.08248,"45,13M","0,13%"
"142","22/05/2024",8.09211,8.12858,8.12858,8.0785,"51,87M","-0,61%"
"143","21/05/2024",8.14146,8.16317,8.1675,8.09798,"51,37M","-0,67%"
"144","20/05/2024",8.19597,8.17863,8.2213,8.17546,"34,70M","0,35%"
"145","17/05/2024",8.1675,8.17679,8.19292,8.1358,"63,20M","-0,26%"
"146","16/05/2024",8.18849,8.23977,8.23977,8.18319,"50,66M","-0,63%"
"147","15/05/2024",8.23999,8.24168,8.2531,8.2034,"54,88M","0,17%"
"148","14/05/2024",8.2258,8.21381,8.23318,8.18769,"51,52M","0,20%"
"149","13/05/2024",8.20928,8.21107,8.22381,8.18677,"48,11M","-0,12%"
"150","10/05/2024",8.21914,8.23265,8.25919,8.2112,"57,09M","0,38%"
"151","09/05/2024",8.18765,8.12392,8.19192,8.11488,"39,07M","0,69%"
"152","08/05/2024",8.13141,8.09362,8.15748,8.08928,"53,99M","0,69%"
"153","07/05/2024",8.07568,8.03675,8.07764,8.00631,"58,69M","0,99%"
"154","06/05/2024",7.99664,7.97586,8.03323,7.96145,"43,78M","0,49%"
"155","03/05/2024",7.95757,7.94387,8.00395,7.92121,"69,64M","0,54%"
"156","02/05/2024",7.91465,7.95401,7.95652,7.90863,"75,73M","-0,88%"
"157","30/04/2024",7.98493,8.07364,8.08171,7.9718,"76,46M","-0,99%"
"158","29/04/2024",8.06515,8.11643,8.128,8.06515,"55,16M","-0,29%"
"159","26/04/2024",8.08824,8.07223,8.11463,8.02462,"65,90M","0,89%"
"160","25/04/2024",8.01665,8.09455,8.09543,7.95551,"70,13M","-0,93%"
"161","24/04/2024",8.09186,8.10522,8.14696,8.07877,"69,59M","-0,17%"
"162","23/04/2024",8.10578,8.06432,8.11117,8.05257,"64,05M","0,81%"
"163","22/04/2024",8.04036,8.06814,8.07181,8.00745,"56,90M","0,22%"
"164","19/04/2024",8.02241,7.97168,8.03948,7.94684,"65,69M","-0,01%"
"165","18/04/2024",8.02326,8.01391,8.03919,7.9764,"57,58M","0,52%"
"166","17/04/2024",7.98151,7.95852,8.06099,7.958,"59,95M","0,62%"
"167","16/04/2024",7.93261,7.89936,7.97596,7.89936,"73,14M","-1,40%"
"168","15/04/2024",8.04511,8.05126,8.12638,8.02884,"53,99M","0,43%"
"169","12/04/2024",8.01083,8.09245,8.11802,7.98039,"59,19M","-0,16%"
"170","11/04/2024",8.02374,8.04816,8.09282,7.97406,"62,26M","-0,27%"
"171","10/04/2024",8.04538,8.10104,8.10147,7.97601,"56,91M","-0,05%"
"172","09/04/2024",8.04917,8.09047,8.1032,8.03227,"52,22M","-0,86%"
"173","08/04/2024",8.1193,8.05002,8.14522,8.04951,"49,23M","0,72%"
"174","05/04/2024",8.06131,8.05025,8.06201,8.01929,"65,17M","-1,11%"
"175","04/04/2024",8.15155,8.15441,8.18966,8.13798,"49,45M","-0,02%"
"176","03/04/2024",8.15323,8.14496,8.16004,8.12095,"63,54M","0,29%"
"177","02/04/2024",8.13005,8.19565,8.25305,8.12139,"71,70M","-0,92%"
"178","28/03/2024",8.20581,8.21677,8.25359,8.20581,"63,58M","0,01%"
"179","27/03/2024",8.20481,8.18607,8.23038,8.17426,"49,55M","0,25%"
"180","26/03/2024",8.18475,8.16064,8.18853,8.13664,"54,98M","0,41%"
"181","25/03/2024",8.1516,8.1478,8.16595,8.10183,"45,33M","0,00%"
"182","22/03/2024",8.15192,8.14923,8.17932,8.12917,"50,22M","-0,34%"
"183","21/03/2024",8.17972,8.22871,8.22925,8.13952,"60,10M","0,22%"
"184","20/03/2024",8.16141,8.14971,8.16823,8.12565,"44,96M","-0,48%"
"185","19/03/2024",8.20105,8.1455,8.20236,8.1406,"51,45M","0,65%"
"186","18/03/2024",8.14814,8.17598,8.18434,8.13414,"44,61M","-0,20%"
"187","15/03/2024",8.16435,8.16319,8.21269,8.15569,"151,12M","0,04%"
"188","14/03/2024",8.16142,8.15827,8.21807,8.15369,"62,29M","0,29%"
"189","13/03/2024",8.13758,8.10434,8.15664,8.09031,"63,15M","0,62%"
"190","12/03/2024",8.08748,8.05216,8.09407,8.00023,"68,92M","0,84%"
"191","11/03/2024",8.01973,7.98537,8.02541,7.98406,"50,59M","-0,10%"
"192","08/03/2024",8.02801,8.0181,8.04809,8.00804,"50,76M","0,15%"
"193","07/03/2024",8.01622,7.92541,8.02937,7.90541,"63,19M","0,77%"
"194","06/03/2024",7.95474,7.92579,7.96945,7.91937,"53,37M","0,28%"
"195","05/03/2024",7.93282,7.94689,7.96396,7.92371,"49,95M","-0,30%"
"196","04/03/2024",7.95641,7.93435,7.95641,7.91671,"44,55M","0,28%"
"197","01/03/2024",7.93417,7.95066,7.96478,7.90048,"51,11M","0,09%"
"198","29/02/2024",7.92743,7.97286,7.97768,7.92743,"108,53M","-0,34%"
"199","28/02/2024",7.95439,7.94723,7.95673,7.93167,"52,76M","0,08%"
"200","27/02/2024",7.9484,7.92668,7.95548,7.91708,"50,40M","0,23%"
"201","26/02/2024",7.92982,7.95015,7.95315,7.92289,"50,92M","-0,46%"
"202","23/02/2024",7.96668,7.92195,7.9764,7.90784,"56,24M","0,70%"
"203","22/02/2024",7.9116,7.87588,7.92396,7.85501,"69,99M","1,27%"
"204","21/02/2024",7.81209,7.80204,7.82193,7.78868,"56,41M","0,22%"
"205","20/02/2024",7.79522,7.7645,7.80454,7.75749,"58,21M","0,34%"
"206","19/02/2024",7.76855,7.74287,7.76913,7.72796,"40,79M","0,00%"
"207","16/02/2024",7.76818,7.77439,7.80091,7.75658,"62,29M","0,32%"
"208","15/02/2024",7.74342,7.72449,7.75235,7.72449,"70,69M","0,86%"
"209","14/02/2024",7.67735,7.61006,7.68103,7.61006,"53,51M","0,68%"
"210","13/02/2024",7.62531,7.68905,7.69119,7.59802,"61,42M","-0,84%"
"211","12/02/2024",7.6898,7.67414,7.69308,7.66338,"54,10M","0,55%"
"212","09/02/2024",7.64752,7.65245,7.66819,7.61774,"65,85M","-0,24%"
"213","08/02/2024",7.66563,7.6286,7.68546,7.60746,"76,65M","0,71%"
"214","07/02/2024",7.61126,7.63284,7.65285,7.61018,"62,95M","-0,36%"
"215","06/02/2024",7.63897,7.63419,7.64163,7.59209,"56,89M","0,65%"
"216","05/02/2024",7.58996,7.59177,7.60612,7.55823,"51,73M","-0,03%"
"217","02/02/2024",7.59226,7.62445,7.64413,7.5885,"54,02M","0,05%"
"218","01/02/2024",7.58875,7.59015,7.62093,7.57007,"74,00M","-0,89%"
"219","31/01/2024",7.65675,7.69166,7.70295,7.65345,"66,99M","-0,27%"
"220","30/01/2024",7.67747,7.66065,7.68603,7.64473,"49,66M","0,48%"
"221","29/01/2024",7.64081,7.64304,7.64919,7.62053,"55,59M","0,09%"
"222","26/01/2024",7.63414,7.55505,7.64574,7.55365,"67,45M","2,28%"
"223","25/01/2024",7.4642,7.44805,7.46627,7.41089,"48,43M","0,11%"
"224","24/01/2024",7.45564,7.41476,7.46692,7.40387,"58,53M","0,91%"
"225","23/01/2024",7.38804,7.44938,7.44938,7.37322,"50,06M","-0,34%"
"226","22/01/2024",7.41325,7.43661,7.45321,7.39068,"47,90M","0,56%"
"227","19/01/2024",7.37164,7.44682,7.44682,7.35068,"51,57M","-0,40%"
"228","18/01/2024",7.40135,7.34671,7.40964,7.32645,"51,15M","1,13%"
"229","17/01/2024",7.31869,7.31326,7.32325,7.2811,"59,43M","-1,07%"
"230","16/01/2024",7.398,7.36411,7.39929,7.34352,"49,82M","-0,18%"
"231","15/01/2024",7.41168,7.4678,7.47927,7.40107,"40,57M","-0,72%"
"232","12/01/2024",7.46514,7.41268,7.47866,7.40846,"50,30M","1,05%"
"233","11/01/2024",7.38762,7.46611,7.47942,7.38288,"57,82M","-0,52%"
"234","10/01/2024",7.42608,7.42826,7.45432,7.40953,"43,70M","-0,01%"
"235","09/01/2024",7.42662,7.45726,7.46018,7.40062,"45,16M","-0,32%"
"236","08/01/2024",7.45024,7.40624,7.45117,7.3762,"37,43M","0,40%"
"237","05/01/2024",7.42069,7.3984,7.4411,7.3503,"43,82M","-0,40%"
"238","04/01/2024",7.45063,7.41985,7.45537,7.41018,"51,88M","0,52%"
"239","03/01/2024",7.41186,7.52281,7.5326,7.38006,"63,69M","-1,58%"
"240","02/01/2024",7.53086,7.57733,7.6101,7.48206,"43,44M","-0,16%"
"241","29/12/2023",7.54318,7.54753,7.56992,7.53093,"27,80M","0,11%"
"242","28/12/2023",7.53516,7.59185,7.59396,7.53171,"31,28M","-0,48%"
"243","27/12/2023",7.57182,7.58097,7.60327,7.56054,"31,60M","0,04%"
"244","22/12/2023",7.56882,7.56097,7.589,7.55758,"31,76M","-0,03%"
"245","21/12/2023",7.5714,7.55716,7.57471,7.53781,"36,20M","-0,16%"
"246","20/12/2023",7.58343,7.59525,7.60496,7.55229,"43,86M","0,12%"
"247","19/12/2023",7.57467,7.56057,7.57986,7.55308,"48,69M","0,08%"
"248","18/12/2023",7.56886,7.56331,7.58064,7.54818,"53,71M","-0,37%"
"249","15/12/2023",7.59691,7.60792,7.64191,7.58768,"134,49M","0,28%"
"250","14/12/2023",7.57585,7.62654,7.65399,7.547,"91,15M","0,59%"
"251","13/12/2023",7.53122,7.5421,7.57925,7.52911,"62,23M","-0,16%"
"252","12/12/2023",7.54355,7.55732,7.58247,7.54253,"51,47M","-0,11%"
"253","11/12/2023",7.55153,7.53423,7.55995,7.52758,"50,14M","0,33%"
"254","08/12/2023",7.52655,7.441,7.54568,7.43797,"59,30M","1,32%"
"255","07/12/2023",7.42852,7.42482,7.43695,7.41566,"52,25M","-0,10%"
"256","06/12/2023",7.43599,7.40021,7.455,7.38499,"60,29M","0,66%"
"257","05/12/2023",7.38699,7.32049,7.39264,7.32049,"57,28M","0,74%"
"258","04/12/2023",7.33259,7.3318,7.35432,7.31371,"46,58M","-0,18%"
"259","01/12/2023",7.34615,7.33655,7.3601,7.31319,"53,50M","0,48%"
"260","30/11/2023",7.31077,7.27687,7.32147,7.25504,"126,88M","0,59%"
"261","29/11/2023",7.26764,7.24141,7.2964,7.24141,"53,87M","0,24%"
"262","28/11/2023",7.25013,7.23074,7.25342,7.21374,"42,47M","-0,21%"
"263","27/11/2023",7.26549,7.29291,7.30767,7.26549,"38,50M","-0,37%"
"264","24/11/2023",7.2928,7.275,7.29891,7.26858,"37,99M","0,20%"
"265","23/11/2023",7.27793,7.27425,7.28529,7.26367,"31,47M","0,24%"
"266","22/11/2023",7.26073,7.25201,7.27477,7.24383,"40,26M","0,43%"
"267","21/11/2023",7.22945,7.23104,7.24806,7.21439,"39,93M","-0,24%"
"268","20/11/2023",7.24693,7.2424,7.26704,7.23602,"41,81M","0,18%"
"269","17/11/2023",7.23391,7.19669,7.24672,7.19669,"63,67M","0,91%"
"270","16/11/2023",7.1684,7.20396,7.21001,7.1684,"53,81M","-0,57%"
"271","15/11/2023",7.20961,7.21469,7.24537,7.19891,"73,27M","0,33%"
"272","14/11/2023",7.18568,7.09872,7.20777,7.08323,"65,73M","1,39%"
"273","13/11/2023",7.08706,7.06988,7.10367,7.05609,"48,08M","0,60%"
"274","10/11/2023",7.04504,7.0794,7.08312,7.00609,"54,10M","-0,96%"
"275","09/11/2023",7.11366,7.04388,7.12251,7.02561,"55,00M","1,13%"
"276","08/11/2023",7.03416,6.95148,7.06804,6.95095,"52,40M","0,69%"
"277","07/11/2023",6.98623,6.97066,7.01179,6.96388,"55,27M","-0,39%"
"278","06/11/2023",7.01373,7.06618,7.06966,7.00653,"49,09M","-0,48%"
"279","03/11/2023",7.0475,7.08451,7.08671,7.04686,"67,59M","-0,19%"
"280","02/11/2023",7.06069,6.99145,7.09739,6.98204,"67,51M","1,85%"
"281","01/11/2023",6.93263,6.91432,6.95484,6.87355,"50,43M","0,68%"
"282","31/10/2023",6.88565,6.84073,6.9032,6.83167,"66,34M","0,89%"
"283","30/10/2023",6.82507,6.82695,6.8546,6.80984,"59,56M","0,44%"
"284","27/10/2023",6.79538,6.89898,6.89898,6.78462,"68,76M","-1,36%"
"285","26/10/2023",6.88896,6.83553,6.91524,6.82559,"71,58M","-0,38%"
"286","25/10/2023",6.91507,6.85969,6.92727,6.84651,"69,11M","0,31%"
"287","24/10/2023",6.89365,6.8651,6.90908,6.83391,"58,81M","0,63%"
"288","23/10/2023",6.85047,6.82025,6.85593,6.77382,"53,04M","0,50%"
"289","20/10/2023",6.81622,6.85013,6.88064,6.81617,"79,13M","-1,52%"
"290","19/10/2023",6.92137,6.91808,6.93831,6.87577,"62,44M","-0,64%"
"291","18/10/2023",6.96599,7.02113,7.04518,6.9541,"49,96M","-0,91%"
"292","17/10/2023",7.0297,7.01625,7.05118,6.96907,"44,93M","0,11%"
"293","16/10/2023",7.02219,7.02975,7.04834,6.96302,"51,42M","0,27%"
"294","13/10/2023",7.00353,7.09715,7.10876,6.99748,"67,41M","-1,42%"
"295","12/10/2023",7.10453,7.17577,7.1823,7.09753,"51,30M","-0,37%"
"296","11/10/2023",7.13121,7.09018,7.1665,7.08001,"59,89M","-0,44%"
"297","10/10/2023",7.16243,7.08672,7.17032,7.08513,"62,23M","2,01%"
"298","09/10/2023",7.0214,7.04138,7.05781,6.98033,"52,19M","-0,55%"
"299","06/10/2023",7.06015,7.02207,7.06444,6.98149,"60,66M","0,88%"
"300","05/10/2023",6.99825,7.00982,7.0255,6.97059,"62,85M","0,02%"
"301","04/10/2023",6.99673,6.95952,7.05069,6.94803,"53,55M","0,00%"
"302","03/10/2023",6.99705,7.03159,7.07549,6.98977,"60,27M","-1,01%"
"303","02/10/2023",7.06816,7.16405,7.197,7.03565,"54,17M","-0,94%"
"304","29/09/2023",7.13506,7.1523,7.20496,7.13506,"62,31M","0,26%"
"305","28/09/2023",7.11624,7.06803,7.11733,7.04274,"53,88M","0,63%"
"306","27/09/2023",7.07179,7.07039,7.10637,7.05311,"52,63M","-0,03%"
"307","26/09/2023",7.07402,7.08386,7.09546,7.03383,"49,37M","-0,70%"
"308","25/09/2023",7.12388,7.15723,7.19995,7.08763,"50,38M","-0,85%"
"309","22/09/2023",7.18482,7.15739,7.20397,7.13365,"53,60M","-0,40%"
"310","21/09/2023",7.2139,7.25241,7.27006,7.19911,"60,32M","-1,59%"
"311","20/09/2023",7.33079,7.27892,7.35129,7.27268,"58,76M","0,67%"
"312","19/09/2023",7.28212,7.25005,7.30602,7.24702,"53,26M","0,08%"
"313","18/09/2023",7.27614,7.35355,7.35355,7.25503,"73,47M","-1,39%"
"314","15/09/2023",7.37882,7.38132,7.43536,7.36621,"154,93M","0,96%"
"315","14/09/2023",7.30867,7.21608,7.32368,7.18425,"68,70M","1,19%"
"316","13/09/2023",7.22257,7.22462,7.24934,7.18456,"53,76M","-0,42%"
"317","12/09/2023",7.25288,7.29062,7.29787,7.24199,"49,02M","-0,35%"
"318","11/09/2023",7.27827,7.27537,7.3165,7.25365,"45,37M","0,52%"
"319","08/09/2023",7.24077,7.21991,7.24674,7.13656,"45,10M","0,62%"
"320","07/09/2023",7.1961,7.16598,7.24072,7.16598,"50,97M","0,03%"
"321","06/09/2023",7.19409,7.21744,7.22144,7.16884,"51,00M","-0,84%"
"322","05/09/2023",7.25472,7.2412,7.28835,7.1838,"51,49M","-0,34%"
"323","04/09/2023",7.27951,7.3322,7.35889,7.26725,"34,35M","-0,24%"
"324","01/09/2023",7.29677,7.31068,7.35853,7.29449,"45,90M","-0,27%"
"325","31/08/2023",7.3167,7.37265,7.38695,7.3167,"97,99M","-0,65%"
"326","30/08/2023",7.3644,7.39614,7.40545,7.32135,"37,84M","-0,12%"
"327","29/08/2023",7.37343,7.34557,7.37805,7.32245,"47,51M","0,67%"
"328","28/08/2023",7.32471,7.29434,7.34035,7.2615,"35,23M","1,32%"
"329","25/08/2023",7.2296,7.19959,7.28756,7.19684,"32,96M","0,21%"
